python trading_bot.py
2026-07-08 10:33:12,261 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:33:12,262 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:34:15,365 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:34:15,366 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:35:18,110 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:35:18,112 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:36:20,916 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:36:20,917 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:37:24,066 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:37:24,067 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:38:27,152 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:38:27,152 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:39:30,852 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:39:30,853 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:40:34,845 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:40:34,846 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:41:38,159 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:41:38,160 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:42:41,080 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:42:41,081 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:43:43,837 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:43:43,837 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:44:46,285 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:44:46,285 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:45:49,015 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:45:49,016 | WARNING | No data for TATAMOTORS — skipping
